,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Acetobacter.pasteurianus.subsp..paradoxus,0.0177656004178669,0.0022337052645159,0.00279485465023,0.0061979387760591,0.0105409616033185,0.0200217874218401,0.0054075899424546,0.0063247363062298,0.0151567838403477,0.0065033542558084,0.009477917791611,0.0028930025006638,0.0088132656147222,0.0081003161405074,0.0065966744666608,0.0114746912714529,0.0082098302860888,0.0088657575904012,0.0035020266434187,0.0097855211942002,0.005101873226138,0.0033793691490739,0.0040025907001015,0.0034047519782885,0.0012724581635999,0.0062169814135204,0.0090402740732936,0.0118439785213198,0.0167607610864424,0.002188224719599,0.0053302912048167,0.0041436074034915,0.019849871419466,0.0060416402131572,0.0060150220880204,0.0077292145748642,0.0105706018924787,0.0104406037475948,0.0043793052227575,0.0072705990793378
Acetobacter.senegalensis,0.0186726469180749,0.0036779112545047,0.0034544403476843,0.0083496760115211,0.0123159939976597,0.0170227433143492,0.0074744332137294,0.0151793671349517,0.025045858158357,0.008246521375922,0.0154716652896478,0.0050198216906495,0.0080888876189916,0.0138618086066429,0.0155608670701295,0.023301097217893,0.0118031906544682,0.0208897035069969,0.0037698286808566,0.0151861379545437,0.0110284328093779,0.0063003664188852,0.0120822389040274,0.0066052188378798,0.0040974370531232,0.0078025202975055,0.011839282007525,0.0195500607491151,0.0235390100552242,0.0023267199550167,0.0118483103411415,0.0033782276920185,0.0237084223086969,0.0212379013594714,0.0147797685591358,0.0175885276546124,0.0135391959723399,0.0397085257285573,0.0073613588862198,0.0114466869802799
Acetobacter.sp..SLV.7,0.011947991830326,0.0037549355739707,0.0025712662782116,0.0053091777440204,0.0132990888622179,0.0102220940001799,0.0063955150280954,0.0074226150612735,0.013056163478679,0.0094086327893311,0.0074069074772487,0.0037648662679871,0.0037828628665931,0.0095834726169383,0.0061717353139005,0.0085290808684362,0.0115536517399974,0.0078003446610826,0.0082400626903969,0.0087698088677136,0.0055072275372559,0.0057071792810158,0.0053802265689736,0.0065030762785311,0.0013607387538975,0.0074687226377191,0.0159247904829558,0.0076161279605448,0.0100646727112215,0.0033238856500239,0.0127463485332574,0.0045658858649938,0.016486535617623,0.0163636289163141,0.0094808205292131,0.0125371512001736,0.0151638994890207,0.0069147605148005,0.0051295074022449,0.0084122633975809
Acetobacterium.woodii,0.0004066070518173,0.0001251645191323,0.0001117941860092,0.00030404982675,0.0011742521993334,0.0002112002892599,0.0002079842285559,0.0015036165558206,0.0011311032716677,0.0002234829641171,0.0014618896336675,0.0001453106278872,6.03648329775497e-05,0.0060467148654491,0.0006677615257662,0.001494787368695,0.0007985245263065,0.0011415138528413,0.0001236009403559,0.0007184306699539,0.0004472875157162,6.2913787349781e-05,0.0009680684483966,0.0002894039181545,7.91481154392311e-05,0.0002086235373664,0.0003129325640755,0.0006296798707537,0.0004929635613659,0.0001107961883341,0.0002607207654529,5.27848076877905e-05,0.0005983848972604,0.0011878479063156,0.0005442162841542,0.0006085995728239,0.0004212194302505,0.0004792408277584,5.62651634615529e-05,0.000480700765576
Acetohalobium.arabaticum,0.0003753295862929,3.85121597330337e-05,0.0,0.0001169422410577,0.000163849144093,4.22400578519832e-05,1.29990142847468e-05,0.0001193346472873,0.0001615861816668,4.46965928234257e-05,0.0002436482722779,3.96301712419699e-05,6.03648329775497e-05,0.0008556671979409,0.0001214111865029,0.000351714674987,9.98155657883146e-05,0.0,2.06001567259924e-05,2.47734713777221e-05,5.5910939464527e-05,2.69630517213347e-05,0.0004468008223369,8.51187994572144e-05,3.95740577196155e-05,2.08623537366457e-05,8.69257122432084e-05,5.99695115003532e-05,8.21605935609921e-05,5.53980941670654e-05,2.89689739392214e-05,0.0,2.06339619744968e-05,0.0001024006815789,8.59288869717199e-05,3.0429978641198e-05,4.01161362143405e-05,0.0,0.0,0.000180262787091
Achimota.virus.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001251741224198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Achimota.virus.2,0.0,0.0,1.11794186009204e-05,0.0,0.0,0.0001689602314079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73851424486417e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0232272428681e-05,0.0,0.0,0.0
Acholeplasma.brassicae,0.0128863157960584,0.0019448640665182,0.0024482926736015,0.0098231482488484,0.0108140435101402,0.0042662458430503,0.0028337851140748,0.0099047757248505,0.0083378469740078,0.0045814007644011,0.0106474294985451,0.0026288013590506,0.0081894956739542,0.0163147212407403,0.0075072583654331,0.019168449786795,0.0086590003321363,0.0136981662340963,0.0021424162995032,0.0108260069920646,0.0040116099065798,0.001294226482624,0.0031648391582198,0.0030983243002426,0.001053278766999,0.0042767825160123,0.0065020432757919,0.007316280403043,0.0059155627363914,0.0026591085200191,0.0081692506508604,0.0024281011536383,0.0099249357097329,0.0093184620236832,0.0043823732355577,0.0065424454078575,0.0074014271315458,0.0029096764542477,0.0009096201426284,0.0080216940255504
Acholeplasma.laidlawii,0.001438763414123,1.92560798665169e-05,1.11794186009204e-05,0.0003976036195962,0.0004096228602325,8.44801157039665e-05,3.89970428542404e-05,0.0001909354356597,0.0004847585450004,4.46965928234257e-05,0.0001218241361389,1.32100570806566e-05,8.04864439700663e-05,0.000399311359039,0.0004654095482613,0.0010991083593345,9.98155657883146e-05,0.0001902523088068,4.12003134519847e-05,0.0021305185384841,1.39777348661317e-05,4.49384195355578e-05,1.86167009307047e-05,1.70237598914429e-05,4.87065325779884e-05,2.08623537366457e-05,5.2155427345925e-05,8.99542672505298e-05,0.0,1.38495235417664e-05,8.69069218176641e-05,5.27848076877905e-05,0.0001650716957959,0.0001433609542105,5.72859246478133e-05,0.0012476291242891,0.0002607548853932,0.0001711574384851,7.50202179487372e-05,0.0
Acholeplasma.oculi,0.0264294583681295,0.0030713447387094,0.0020122953481656,0.0214939839064088,0.0203446020582183,0.0092928127274363,0.0038087111854308,0.0133416135667264,0.0160616664576819,0.0070397133696895,0.010769253634684,0.0044121590649393,0.009738859720378,0.0160865433212893,0.0095307781404824,0.0187288064430611,0.0165194761379661,0.0168563545602908,0.0045114343229923,0.0210326771996861,0.006052359197035,0.0021660318216138,0.0040398241019629,0.004153797413512,0.0016164480499319,0.0083658038483949,0.0101181529051095,0.0111243443833155,0.005135037097562,0.0018419866310549,0.0232620860731947,0.0032198732689552,0.0135977809411934,0.0155853837363141,0.0068743109577376,0.0123241413496852,0.0079429949704394,0.0040393155482498,0.0013878740320516,0.0106655482362188
Acholeplasma.palmae,0.0010947112933544,5.77682395995506e-05,8.94353488073629e-05,0.000561322757077,0.0003823146695504,0.0001689602314079,0.0001559881714169,0.0005012055186068,0.0002262206543335,0.0001564380748819,0.0005116613717836,0.001228535308501,8.04864439700663e-05,0.0014261119965682,0.0004451743505108,0.0008792866874676,0.0001996311315766,0.0004946560028979,0.0002266017239859,0.0004211490134212,4.19332045983952e-05,5.39261034426694e-05,0.000186167009307,0.0002213088785887,3.95740577196155e-05,0.0011057047480422,0.000678020555497,0.0004797560920028,0.0002875620774634,0.0001800438060429,0.0010718520357511,5.27848076877905e-05,0.0002682415056684,0.000286721908421,5.72859246478133e-05,0.0003955897223355,0.0002206387491788,0.0003080833892732,1.87550544871843e-05,0.000540788361273
Acholeplasma.phage.L2,0.0001251098620976,0.0,0.0,4.67768964230877e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70237598914429e-05,0.0,2.08623537366457e-05,0.0,2.99847557501766e-05,0.0,0.0,0.0,2.63924038438953e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Achromobacter.denitrificans,0.066996331153294,0.0225199854038915,0.0177081990638578,0.0435259021216831,0.0323055895770098,0.0171494634879052,0.024282158683907,0.0442970210730667,0.0686741272083983,0.0205157361059524,0.0749705733799156,0.0104359450937188,0.0243672709119376,0.0616080382517464,0.0570632576563918,0.0483607678107212,0.0384539467199482,0.0487426415163261,0.0141523076707568,0.0576478678959593,0.0473705434613205,0.0462056829664606,0.0247229788359759,0.0187261358805872,0.0114064610981077,0.0281433151907351,0.0361784814356233,0.05772065481909,0.0367257853217635,0.0166886758678285,0.0815186926649689,0.018659429517634,0.0876737044296371,0.0309659661094704,0.0398137176302302,0.0497225850997175,0.0335370898751887,0.0204361981551282,0.0203398565913514,0.0350310682913551
Achromobacter.phage.83.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23172363333639e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47734713777221e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.73851424486417e-05,0.0,0.0,0.0,0.0,0.0,2.06339619744968e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.00437978485035e-05
Achromobacter.phage.JWAlpha,0.0,0.0001829327587319,3.35382558027611e-05,0.0,0.0,0.0,2.59980285694936e-05,4.77338589149426e-05,0.0,0.0,9.74593089111676e-05,3.96301712419699e-05,2.01216109925166e-05,5.70444798627282e-05,0.0005261151415128,0.0,9.98155657883146e-05,0.0004946560028979,2.06001567259924e-05,0.0,4.19332045983952e-05,8.98768390711157e-06,1.86167009307047e-05,5.10712796743287e-05,0.0007945253126784,0.0002294858911031,0.0,0.0006296798707537,0.0,0.0,0.0,0.0,2.06339619744968e-05,0.0,0.0,0.0,2.00580681071703e-05,0.0174238272377894,1.87550544871843e-05,0.0001502189892425
Achromobacter.phage.JWF,0.0001251098620976,9.62803993325843e-06,0.0,0.0,5.46163813643445e-05,4.22400578519832e-05,0.0,0.0001432015767448,0.0005817102540005,2.23482964117128e-05,0.0,7.92603424839399e-05,0.0,5.70444798627282e-05,0.0,0.0,2.49538914470787e-05,0.0005327064646593,0.0,0.0002477347137772,0.0,1.79753678142231e-05,3.72334018614095e-05,0.0,9.13247485837282e-06,4.17247074732915e-05,8.69257122432084e-05,2.99847557501766e-05,0.0,0.0,8.69069218176641e-05,0.0,0.0019395924256027,6.1440408947362e-05,5.72859246478133e-05,0.0019475186330366,0.0,0.0004792408277584,0.0,0.000120175191394
Achromobacter.phage.JWX,6.25549310488273e-05,1.92560798665169e-05,3.35382558027611e-05,9.35537928461754e-05,2.73081906821723e-05,0.0002534403471118,2.59980285694936e-05,0.0001432015767448,0.0005817102540005,6.70448892351385e-05,9.74593089111676e-05,0.0,4.02432219850331e-05,5.70444798627282e-05,0.0004047039550098,0.0003077503406136,0.0002744928059178,0.0,0.0,0.0001981877710217,1.39777348661317e-05,5.39261034426694e-05,1.86167009307047e-05,1.70237598914429e-05,9.13247485837282e-06,6.25870612099372e-05,6.95405697945667e-05,0.0001499237787508,8.21605935609921e-05,5.53980941670654e-05,2.89689739392214e-05,5.27848076877905e-05,0.0002888754676429,2.04801363157873e-05,0.0002291436985912,0.0003042997864119,0.0,0.0007188612416376,0.0,6.00875956970071e-05
Achromobacter.phage.phiAxp.1,6.25549310488273e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001321005708065,0.0,0.0001140889597254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08831657224855e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25358478979873e-05,0.0,0.0,0.0,0.0,3.42314876970322e-05,0.0,0.0
Achromobacter.phage.phiAxp.2,0.0,0.0,0.0,2.33884482115438e-05,0.0,0.0,2.59980285694936e-05,0.0,3.23172363333639e-05,0.0,4.87296544555838e-05,0.0,0.0,0.0001140889597254,4.04703955009871e-05,4.39643343733829e-05,0.0,7.61009235227574e-05,0.0,2.47734713777221e-05,0.0,6.2913787349781e-05,3.72334018614095e-05,3.40475197828858e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003150725855629,0.0,0.0,6.84629753940643e-05,0.0,9.01313935455106e-05
Achromobacter.phage.phiAxp.3,0.0,0.0,0.0,4.67768964230877e-05,2.73081906821723e-05,4.22400578519832e-05,0.0,7.16007883724138e-05,0.0,0.0,0.0,0.0,0.0,5.70444798627282e-05,0.0002023519775049,0.0,0.0,0.0004946560028979,0.0,0.0,2.79554697322635e-05,0.0,0.0,3.40475197828858e-05,0.0,0.0,1.73851424486417e-05,0.0001199390230007,4.10802967804961e-05,1.38495235417664e-05,0.0,0.0,4.12679239489937e-05,4.09602726315746e-05,2.86429623239066e-05,0.0,4.01161362143405e-05,0.0002053889261821,1.87550544871843e-05,6.00875956970071e-05
Achromobacter.xylosoxidans,0.148004966861525,0.0484194128243566,0.0376411024292988,0.0943723885335794,0.0706735974854618,0.0523354316786072,0.0529709832103432,0.0999785674973472,0.153926996655812,0.0403610233195534,0.157031311483119,0.0271202471865881,0.0555356463393457,0.13445383903645,0.132398898881479,0.103228257108703,0.0840946141766551,0.107949160017031,0.0327748493510539,0.125205124343008,0.101478355128116,0.0974624442887178,0.0621239310057617,0.0444830845963403,0.0274857051654161,0.0693047391131372,0.0786677695801036,0.126175852196743,0.0965386974341657,0.0349977459900436,0.149248153734868,0.0373188590352679,0.184096208736461,0.0769029118657814,0.087446963974887,0.110886842168525,0.0694009156508091,0.0591862422281686,0.04782538894232,0.080367159244747
Acidaminococcus.fermentans,0.0026273071040507,0.0003177253177975,0.000558970930046,0.0005379343088655,0.0015019504875194,0.0005068806942237,0.0011569122713424,0.001169479543416,0.0017128135256682,0.0010280216349387,0.0021684696232734,0.0002245709703711,0.0031389713148325,0.0011979340771172,0.0011736414695286,0.0025938957280295,0.0013974179210364,0.0019025230880689,0.0001854014105339,0.0029975900367043,0.0011321965241566,0.0002516551493991,0.0006702012335053,0.000425593997286,0.0002800625623234,0.000292072952313,0.0005389394159078,0.0015592072990091,0.0019307739486833,0.0004847333239618,0.0007242243484805,0.000237531634595,0.0018364226157302,0.0005939239531578,0.0009452177566889,0.0013997790174951,0.0009627872691441,0.0013007965324872,0.0001500404358974,0.0004506569677275
Acidaminococcus.intestini,0.0016889831383183,0.0001829327587319,0.0005030738370414,0.0007250418945578,0.0012561767713799,0.0008025610991876,0.0009879250856407,0.0010978787550436,0.0013573239260012,0.0004022693354108,0.0009989579163394,0.0002113609132905,0.0023139852641394,0.0013120230368427,0.0011736414695286,0.0027257887311497,0.0008733862006477,0.0012937156998868,0.0003296025076158,0.0018580103533291,0.000642975803842,0.0005302733505195,0.0008005181400203,0.0004596415170689,0.0001674287057368,0.0003963847209962,0.0005910948432538,0.0013493140087579,0.0011502483098538,0.0002077428531264,0.0004345346090883,0.0001847468269072,0.0025792452468121,0.0010240068157893,0.0006587881334498,0.0012476291242891,0.0005014517026792,0.0009584816555169,0.0002438157083333,0.0005708321591215
Acidianus.bottle.shaped.virus,3.12774655244136e-05,0.0,0.0,0.0,8.19245720465168e-05,0.0,0.0,2.38669294574713e-05,0.0,0.0,7.30944816833757e-05,0.0,8.04864439700663e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98886743306587e-05,0.0,0.0,1.70237598914429e-05,0.0,0.0,0.0,0.0,8.21605935609921e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001404064767501,0.000102694463091,3.75101089743686e-05,0.0
Acidianus.bottle.shaped.virus.2,3.12774655244136e-05,9.62803993325843e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23482964117128e-05,0.0,0.0,8.04864439700663e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73851424486417e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00580681071703e-05,0.0,0.0,0.0
Acidianus.bottle.shaped.virus.3,6.25549310488273e-05,0.0,0.0,0.0,2.73081906821723e-05,0.0,0.0,0.0,0.0002908551270002,0.0001564380748819,0.0,0.0,2.01216109925166e-05,0.0,0.0,4.39643343733829e-05,2.49538914470787e-05,0.0,0.0,0.0,1.39777348661317e-05,0.0,1.86167009307047e-05,0.0,0.0,0.0005006964896794,1.73851424486417e-05,0.0,0.0,0.0,0.0,0.0,0.0010316980987248,0.0024371362215786,2.86429623239066e-05,0.0,0.0,0.0,0.0,9.01313935455106e-05
Acidianus.filamentous.virus.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32100570806566e-05,0.0,0.0,6.07055932514806e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06339619744968e-05,0.0,0.0,3.0429978641198e-05,0.0,0.0,0.0,0.0
Acidianus.filamentous.virus.2,0.0,9.62803993325843e-06,0.0,0.0,0.0004096228602325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01216109925166e-05,0.0,0.0,0.0,0.0004990778289415,0.0011795643146027,0.0,0.0,0.0,0.0,9.30835046535236e-05,0.0,0.0,0.0,1.73851424486417e-05,2.99847557501766e-05,0.0,0.0,0.0,0.0,0.0002063396197449,0.0007577650436841,0.0,0.0,0.0002206387491788,0.0,0.0,0.0
Acidianus.filamentous.virus.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54677178298851e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.07055932514806e-05,0.0,2.49538914470787e-05,0.0,0.0,0.0,1.39777348661317e-05,0.0,1.86167009307047e-05,0.0,0.0,0.0,1.73851424486417e-05,0.0,0.0,0.0,0.0,0.0,2.06339619744968e-05,0.0,2.86429623239066e-05,3.0429978641198e-05,4.01161362143405e-05,0.0,0.0,6.00875956970071e-05
Acidianus.filamentous.virus.6,0.0,0.0,0.0,0.0,2.73081906821723e-05,0.0,0.0,0.0,0.0,0.0,2.43648272277919e-05,1.32100570806566e-05,0.0,0.0,2.02351977504935e-05,0.0,2.49538914470787e-05,0.0,0.0,2.47734713777221e-05,0.0,0.0,1.86167009307047e-05,3.40475197828858e-05,3.04415828612427e-06,0.0,1.73851424486417e-05,0.0,0.0,0.0,0.0001448448696961,0.0,0.0,0.0,0.0,3.0429978641198e-05,4.01161362143405e-05,0.0,0.0,0.0
Acidianus.filamentous.virus.7,0.0002502197241953,0.0,1.11794186009204e-05,0.0003742151713847,0.0,0.0028300838760828,0.0,2.38669294574713e-05,0.0001615861816668,0.0,4.87296544555838e-05,0.0,0.0,0.0,0.0001618815820039,0.0003956790093604,4.99077828941573e-05,0.0026254818615351,0.0,0.0,0.0,0.0,0.0,0.0,0.0001339429645894,0.0,0.0,8.99542672505298e-05,0.0,1.38495235417664e-05,0.0,0.0,2.06339619744968e-05,0.0,0.0,0.0,2.00580681071703e-05,0.0014377224832753,0.0,0.0
Acidianus.filamentous.virus.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38669294574713e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.02351977504935e-05,0.0,2.49538914470787e-05,7.61009235227574e-05,0.0,0.0,0.0,0.0,1.86167009307047e-05,1.70237598914429e-05,0.0,0.0,1.73851424486417e-05,0.0,0.0,1.38495235417664e-05,0.0,0.0,6.19018859234905e-05,0.0,0.0,3.0429978641198e-05,4.01161362143405e-05,0.0,0.0,0.0
Acidianus.filamentous.virus.9,0.0,0.0,1.11794186009204e-05,0.0,0.0001911573347752,0.0,0.0,0.0,0.0,4.46965928234257e-05,0.0,0.0,0.0,0.0003422668791763,0.0,0.0001318930031201,0.0,0.000304403694091,0.0,2.47734713777221e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002048013631578,0.0,3.0429978641198e-05,2.00580681071703e-05,0.0,0.0,0.0
